SONG,ARTIST,MF CODE,TRACK
Everlasting Gaze,Smashing Pumpkins,SC8595,14
Everlasting Love,Andy Gibb,PI055,9
Everlasting Love,Gloria Estefan,SF019,6
Everlasting Love,Howard Jones,SC8634,3
Everlasting Love,Love Affair,EK040,1
Everlasting Love,Robert Knight,SC8251,2
Everlong,Foo Fighters,SFMW893,2
Every Beat Of My Heart,Rod Stewart,ZPA099,11
Every Breath I Take,Gene Pitney,SAVP039,6
Every Breath You Take,Police,ZPA095,4
Every Day Hurts,Sad Caf?,ZKH06,7
Every Day Hurts,Sad Cafe,SFMW875,14
Every Day Is A Winding Road,Sheryl Crow,SGB0021,10
Every Day Is Exactly The,Nine Inch Nails,THMR0604,15
Every Day Is Exactly The,Nine Inch Nails (Vocal),THMR0604,6
Every Day Is Exactly The Same,Nine Inch Nails,THM2006,--
Every Day Is Like Sunday,Pretenders,SC8170,15
Every Day Of The Week,Jade,SC8150,14
Every Kind Of People,Robert Palmer,SFMW845,3
Every Light In The House Is On,Trace Adkins,SC8315,15
Every Little Part Of Me,Alesha Dixon Ft Jay Sean,SFKK61,15
Every Little Step,Bobby Brown,SC8606,10
Every Little Thing,Carlene Carter,SC8167,2
Every Little Thing I Do,Soul For Real,SC8203,15
Every Little Thing She Does,Lonestar,TT063,6
Every Little Thing She Does Is Magi,Police,ZPA095,6
Every Little Thing She Does It Magi,Police,ZGY81,12
Every Little Whisper,Steve Wariner,SC8496,2
Every Man For Himself,Neal Mccoy,SC8633,9
Every Man Must Have A Dream,Liverpool Express,SFMW884,3
Every Mile A Memory,Dierks Bentley,THM2006,--
Every Morning,Sugar Ray,SC8640,9
Every Night,Toby Keith,SC8280,11
Every Night's A Saturday Night With,Drifters,ZPA063,6
Every Now And Then,Garth Brooks,SC8278,6
Every Once In A While,Blackhawk,SC8234,3
Every One's A Winner,Hot Chocolate,SFPL010,4
Every Other Memory,Trick Pony,SC8748,14
Every Other Time,L F O,SC8726,8
Every Other Time,L F O (Vocal),PHM0109,15
Every Other Weekend,Reba Mcentire / Skip Ewing,CBE09-07,5
Every Picture Tells A Story,Rod Stewart,SC8722,8
Every River,Brooks And Dunn,SC8784,6
Every Rose Has Its Thorn,Poison,LEG187,12
Every Rose Has It's Thorn,Poison,SGB0014,4
Every Second,Collin Raye,SC8144,3
Every Single Thing,Jody Jenkins,SC3137,7
Every Sperm Is Sacred,Monty Python,SFGD041,1
Every Story Is A Love Story,Aida,LEGBR07,9
Every Teardrop Is A Waterfall,Coldplay,SFKK61,13
Every Time,Pam Tillis,SC8485,4
Every Time I Close My Eyes,Babyface,PI054,3
Every Time I Get Around You,David Lee Murphy,SC8267,15
Every Time I Hear Your Name,Keith Anderson,THM2006,--
Every Time I Roll The Dice,Chris Ledoux,SC8112,13
Every Time I Think Of You,Babies,SC8221,7
Every Time I Think Of You,Babys,SC8221-V2,7
Every Time I Think Of You,Badys,LC006,8
Every Time I Turn Around Back In Lo,L T D,SC8606,15
Every Time My Heart Calls Your Name,John Berry,SC8253,1
Every Time She Passes By,George Ducas,SC8289,8
Every Time We Say Goodbye,Simply Red,SFMW810,3
Every Time You Go,3 Doors Down,PHM1108,3
Every Time You Go,3 Doors Down (Vocal),PHM1108,12
Every Time You Say Goodbye,Alison Krauss,SC8234,1
Every Woman In The World,Air Supply,SC8393,1
Every Woman In World,Air Supply,LEG212,4
Everybody,Backstreet Boys,SF114,6
Everybody,Hear Say,SF185,1
Everybody,Keith Urban,SC9013,12
Everybody,Martin Solveig,EZH049,12
Everybody,Tommy Roe,SC8258,11
Everybody Cries,Liberty X,EZH031,8
Everybody Doesn't,Amanda,PHM0108,4
Everybody Doesn't,Amanda (Vocal),PHM0108,13
Everybody Have Fun Tonight,Wang Chung,SC8456,8
Everybody Hurts,Helping Haiti,SF289,16
Everybody Hurts,R E M,ZPA107,8
Everybody In Love (Put Your Hands U,Jls,SF286,3
Everybody Knows,Dave Clark Five,ZPA071,10
Everybody Knows,Dixie Chicks,THM2006,--
Everybody Knows,Ryan Adams,PHM0802,4
Everybody Knows,Ryan Adams (Vocal),PHM0802,13
Everybody Knows,Trisha Yearwood,SC8344,4
Everybody Loves A Clown,Gary Lewis And The Playboys,SC8218,7
Everybody Loves A Lover,Doris Day,ZPA118,9
Everybody Loves A Rain Song,B J Thomas,SAVA008,6
Everybody Loves Somebody,Dean Martin,SFWS018,11
Everybody Makes Mistakes,Lacy J Dalton,SC8541,15
Everybody Needs Somebody,Blues Brothers,ZPA029,5
Everybody Plays The Fool,Aaron Neville,SGB0057,9
Everybody Plays The Fool,Main Ingredient,SC8153,15
Everybody Wants Some,Van Halen,SC8782,15
Everybody Wants The Same Thing,Scissor Sisters,ZPA120,12
Everybody Wants To Go To Heaven,Kenny Chesney,CBE10-07,4
Everybody Wants To Rule The World,Tears For Fears,ZGY85,10
Everybody Wants You,Billy Squire,SC8609,2
Everybody's Changing,Keane,ZPA069,10
Everybody's Everything,Santana,SC8668,10
Everybody's Free,Rozella,SF007,11
Everybody's Gone To War,Nerina Pallot,SF244,3
Everybody's Got The Right To Love,Supremes,JV0028,6
Everybody's Got To Learn Sometime,Korgis,SFMW871,15
Everybody's Gotta Grow Up Sometime,Sons Of The Desert,SC8633,8
Everybody's Had The Blues,Merle Haggard,DG008,1
Everybody's Makin' It Big But Me,Dr Hook,SFMW853,14
Everybody's Somebody's Fool,Connie Francis,ZPA108,5
Everybody's Talkin',Beautiful South,SFGD013,6
Everybody's Talkin',Harry Nilsson,SFMW818,6
Everyday,Bon Jovi,SF197,4
Everyday,Buddy Holly,ZPA042,1
Everyday,Dave Mathews Band,SGB0066,11
Everyday,Dave Matthews Band,SC8744,4
Everyday,High School Karaoke 2,ZPA123,14
Everyday,High School Musical 2,SFMW929,14
Everyday,Phil Collins,SC8113,11
Everyday,Slade,ZPA025,2
Everyday (Coolin'),Swizz Beatz Feat Eve,PHMU1109,8
Everyday (Coolin'),Swizz Beatz Feat Eve (Vocal),PHMU1109,18
Everyday America,Sugarland,BH0315,2
Everyday And Everynight,Yvette Michelle,SC8254,15
Everyday Angel Radio Version),Radney Foster,SC8779,1
Everyday I Love You Less And Less,Kaiser Cheifs,EZH047,4
Everyday I Love You Less And Less,Kaiser Chiefs,SFMW865,12
Everyday I Think Of Money,Stereophonics,SFMW826,5
Everyday I Write The Book,Elvis Costello,SC8518,2
Everyday Is A Winding Road,Sheryl Crow,HD002,6
Everyday Is Like Sunday,Morrissey,ZPA083,9
Everyday Love,Stevie Nicks,TT060,13
Everyday People,Sly,LEG226,14
Everyday People,Sly And The Family Stone,SC8527,9
Everyone,Cheryl Cole-feat -dizzee Rasc,SF301,6
Everyone Nose (All The Girls Standi,N E R D,SFMW906,6
Everyone's A Winner,Hot Chocolate,SF023,10
Everyone's Gone To The Moon,Jonathan King,SF087,15
Everything,Alanis Morissette,SFMW852,15
Everything,Alanis Morissette (Vocal),PHM0406,16
Everything,Mary J Blige,SF114,4
Everything,Michael Buble,ZPA124,2
Everything,Michael Buble (Vocal),PHM0706,18
Everything,Stereo Fuse,PHM0302,9
Everything,Stereo Fuse (Vocal),PHM0302,18
Everything A Man Could Ever Need,Glen Campbell,SC8414,15
Everything About You,Ugly Kid Joe,SGB0014,5
Everything Burns,Ben Moody Feat Anastacia,SF233,3
Everything Changes,Little Big Town,SC8774,13
Everything Changes,Staind,THMR0606,16
Everything Changes,Staind (Vocal),THMR0606,7
Everything Changes,Take That,ZPA093,7
Everything Comes Down To Money And,Hank Williams Jnr,SC8278,15
Everything Counts,Depeche Mode,SFPL004,12
Everything Falls Apart,Dog's Eye View,SC8281,7
Everything For Free,K's Choice,SC8484,15
Everything I Do (I Do It For You),Bryan Adams,SFWS008,1
Everything I Do I Do It For You,Bryan Adams,ZLP01,10
Everything I Love,Alan Jackson,SC8344,11
Everything I Own,Aaron Tippin,SC8289,6
Everything I Own,Boy George,ZGY87,11
Everything I Own,Bread,SC8261,6
Everything I Own,Ken Boothe,EK027,6
Everything I'm Not,Veronicas,SFKK07,8
Everything Is Average Nowadays,Kaiser Chiefs,EZH064,6
Everything Is Beautiful,Kylie Minogue,SFKK50,4
Everything Is Beautiful,Ray Stevens,SF090,4
Everything Is Broken,Kenny Wayne Shepherd,SC8503,1
Everything Is Broken,Kenny Wayne Shepherd Band,SC3113,2
Everything Is Everything,Lauryn Hill,SGB0030,12
Everything Is Fine,Josh Turner,CBE10-07,14
Everything Louder Than Everything,Meatloaf,BRTSPK006,14
Everything She Wants,Wham,SFMW920,16
Everything That Glitters Is Not Gol,D Seals,SC8332,14
Everything That Touches You,Association,LEG227,9
Everything There Is To Know About Y,Mark Wills,SC8646,15
Everything To Everyone,Everclear,SC8453,15
Everything To Me,Monica,CB30125,6
Everything To Me,Monica (Vocal),CB30125,14
Everything You Want,Vertical Horizon,SGB0042,4
Everything You Want,Vertical Horizon (Vocal),PHM0004,12
Everything Zen,Bush,SC8562,10
Everything's Beautiful (In Its Own,Willie Nelson And Dolly Parto,SC8408,8
Everything's Changed,Lonestar,SC8480,2
Everything's Coming Up Roses,Gypsy,SC8547,1
Everything's Magic,Angels And Airwaves,SC9019,3
Everytime,Britney Spears,PHM0407,3
Everytime,Britney Spears (Vocal),PHM0407,12
Everytime I Close My Eyes,Babyface,HD006A,2
Everytime I Close My Eyes,Backstreet Boys,TT031,4
Everytime I Cry,Terri Clark,SC8512,2
Everytime Tha Beat Drop,Monica Dem Franchize Boyz,THM2006,--
Everytime Two Fools Collide,Dottie West And Kenny Rogers,SC8128,2
Everytime We Touch,Cascada,THM2006,--
Everytime We Touch Yanou's Candleli,Cascada,EZH058,1
Everytime You Go Away,Paul Young,SC8283,7
Everytime You Need Me,Fragma,SFCC001,11
Everywhere,Fleetwood Mac,ZPA006,8
Everywhere,Michelle Branch,TT061,4
Everywhere,Michelle Branch (Vocal),PHM0111,16
Everywhere,Tim Mcgraw,SC8388,12
Evie (Part 1),Wrights,SFKK03,16
Evil Laugh,Sound Effects,TT069,25
Evil That Men Do,Iron Maiden,SFMW888,1
Evil Ways,Santana,SC7547,13
Evil Woman,Electric Light Orchestra,ZPA088,7
Ex Factor,Lauryn Hill,US02,4
Ex Files,Bellamy Brothers,SC3170,3
Ex Girlfriend,No Doubt,SC8601,3
Excape (The Pina Colada Song),Rupert Holmes,SC8368,15
Except For Monday,Lorrie Morgan,SC8102,8
Excuse Me (I Think I've Got A Heart,Buck Owens,SC7558,8
Excuse Me Mr,No Doubt,SC8369,11
Ex-girlfriend,No Doubt,CBE09-22,11
Exhale (Shoop Shoop),Whitney Houston,SC8212,2
Exhale (Shoop Shoop),Whitney Houston (Vocal),PS1206,1
Exodus Song,Pat Boone,SAVP006,13
Express Way To Your Heart,Soul Survivors,SAVP037,8
Express Yourself,Madonna,SFMW885,15
Expression,Salt N Pepa,SC8624,5
Expressway To Your Heart,Blues Brothers,MM6058,13
Expressway To Your Heart,Soul Survivors,SC8563,4
Extra Ordinary,Better Than Ezra,SC8730,3
Extraordinary,Liz Phair,PHM0403,6
Extraordinary,Liz Phair (Vocal),PHM0403,15
Extravaganza,Jamie Foxx Feat Kanye West,THM2006,--
Extreme Ways Radio Version),Moby,SC8778,6
Eye In The Sky,Alan Parsons Project,SC8573,14
Eye Of The Tiger,Survivor,ZGY82,8
Eyes Of A New York Woman,B J Thomas,SC8445,1
Eyes Of A Stranger,Queensryche,SC8691,9
Eyes Wide Open,Goyte,SF314,11
Eyes Wide Shut,Jls-feat Tinie Temper,SF300,1
Eyes Without A Face,Billy Idol,ZPA035,3
F Troop,Tv Theme,SC8116,8
F U R B,Frankee,PHM0406,8
F U R B,Frankee (Vocal),PHM0406,17
F U R B (F##k You Right Back),Frankee,EZH035,1
F Word (Live Tv Version),Hank Williams Jnr And Kid Roc,SC8769,7
F###in' Perfect,Pink Pa,SFKK53,11
F##k It (I Don't Want You Back),Eamon,PHM0402,9
F##k It (I Don't Want You Back),Eamon (Vocal),PHM0402,18
F##kin' Perfect,Pink,PHM1103,2
F##kin' Perfect,Pink (Vocal),PHM1103,11
F**k You,Cee Lo Green,PHM1012,4
F**k You,Cee Lo Green (Vocal),PHM1012,13
F*ck You (Explicit),Cee Lo Green,SFKK51,16
Fa Fa (Never Be The Same Again)(Rad,Guster,SC8622,1
Fabulous,High School Karaoke 2,ZPA123,3
Fabulous (No Backing Vocals),High School Karaoke 2,ZPA123,4
Face Down,Red Jumpsuit Apparatus,PHM0703,2
Face Down,Red Jumpsuit Apparatus (Vocal,PHM0703,11
Face To Face,Alabama,DKK079,7
Face To Face,Garth Brooks,SC8265,3
Fact Is (I Need You),Jill Scott,THM2006,--
Facts Of Life,Tv Theme,SC8435,9
Fade,Staind,SC8730,12
Fade Away,Bruce Springsteen,LEG164,16
Fade Into You,Mazzy Star,SC8237,12
Fade To Black,Metallica,SC8756,12
Fade To Grey,Visage,SFMW832,15
Faded,Cascada,PHM0812,5
Faded,Kate Dearaugo,SFKK08,11
Faded,Soul Decision,SC8625,14
Faded,Soul Decision (Vocal),PHM0009,12
Faded Love,Bob Wills,DKK074,18
Faded Love,Patsy Cline,SC8158,10
Fader,Temper Trap,SFKK38,6
Fading Like A Flower,Roxette,SAVP025,8
Faint,Linkin Park,SFMW853,10
Fair Shake,Foster And Lloyd,SC8525,4
Faireytale Of New York,Pogues Feat Kirsty Maccoll,EZH052,15
Fairground,Simply Red,SFMW802,5
Fairy Tales,Antia Baker,LEG144,3
Fairytale,Alexander Rybak,SF280,6
Fairytale Of New York,Pogues Feat Kirsty Maccoll,ZKH09,7
Faith,Big House,SC8464,4
Faith,George Michael,SF001,2
Faith,Limp Bizkit,SC8626,12
Faith (With Organ Intro),George Michael,ZGY87,15
Faith (Without Organ Intro),George Michael,ZGY87,16
Faith In Me Faith In You,Doug Stone,SC8160,7
Faith In You,Steve Wariner,SC8608,5
Faith Of The Heart,Rod Stewart,SC8515,7
Faith Of The Heart,Susan Ashton,SC8520,10
Faithfully,Journey,SC8207,3
Faithless Love,Glen Campbell,SC7569,13
Faithless Love,Linda Ronstadt,SAVA003,19
Fake It,Seether,PHM0801,5
Fake It,Seether (Vocal),PHM0801,14
Faking Love,T G Sheppard And Karen Brooks,SC8408,12
Fall,Clay Walker,CBE09-09,10
Fall,Kimberley Locke,PHM0806,8
Fall,Kimberley Locke (Vocal),PHM0806,17
Fall 5 0,Brian Mcknight,PHMU1108,4
Fall 5 0,Brian Mcknight (Vocal),PHMU1108,15
Fall At Your Feet,Crowded House,SFGD020,15
Fall Down,Toad The Wet Sprocket,SC8242-V2,11
Fall For You,Secondhand Serenade,SFKK30,3
Fall In Love,Kenny Chesney,SC8163,3
Fall In Love Again,Eddie Money,SC8274,9
Fall In Love With You,Cliff Richard,ZPA056,7
Fall Into Me,Emerson Drive,SC8769,3
Fall Into Sleep,Mudvayne,THMR0604,16
Fall Into Sleep,Mudvayne (Vocal),THMR0604,7
Fall On Me,R E M,SC8894,3
Fall Reaching,Chris Ward,SC8311,10
Fall To Pieces,Avril Lavigne,ZPA058,10
Fall To Pieces,Velvet Revolver,SFMW866,9
Fallen,Franz Ferdinand,SF239,8
Fallen,Mva,PHM0402,1
Fallen,Mva (Vocal),PHM0402,10
Fallen,Sarah Mclachlan,ZPA072,12
Fallen,Sarah Mclachlan (Vocal),PHM0401,10
Fallen Angel,Poison,SC8734,3
Fallen Star,Jimmy Newman,SC8383,12
Fallen Star,Nick Noble,JV0059,8
Fallin',Alicia Keys,TT061,5
Fallin',Alicia Keys (Vocal),PHM0111,12
Fallin',Staind (Vocal),THMR0601,6
Fallin' Again,Alabama,SC8628,13
Fallin For You,Colbie Caillat,SF284,12
Fallin' For You,Colbie Caillat,PHM0909,1
Fallin' For You,Colbie Caillat (Vocal),PHM0909,10
Fallin' In And Crawlin' Out,Rob Crosby,SC8294,7
Fallin' In Love,Joe Hamilton Frank And Reynol,SC8181,13
Fallin' In Love,La Bouche,PHM9611,8
Fallin' In Love,Sylvia,SC8424,4
Fallin' Never Felt So Good,Mark Chesnutt,SC8617,1
Fallin' Never Felt So Good,Shawn Camp,SAVA011,3
Fallin' Out Of Love,Reba Mcentire,SC8265,5
Falling,Brooke Hogan And Stacks,PHM0909,8
Falling,Brooke Hogan And Stacks (Voca,PHM0909,17
Falling,Julee Cruise,SFMW911,12
Falling,Montell Jordan,SC8337,12
Falling,Roy Orbison,ZPA065,10
Falling,Staind,THMR0601,15
Falling,Staind (Vocal),PHM0601,18
Falling Again,Don Williams,SC8676,3
Falling Apart,Matt Nathanson,PHM0906,9
Falling Apart,Matt Nathanson (Vocal),PHM0906,18
Falling Away From Me,Korn,SC8626,3
Falling Down,Avril Lavigne,SC8793,5
Falling Down,Oasis,SF278,5
Falling Down,Selena Gomez And The Scene,PHM0912,7
Falling Down,Selena Gomez And The Scene (V,PHM0912,16
Falling For The First Time,Barenaked Ladies,SC8730,8
Falling In And Out Of Love,Charlie Daniels,LEG213,11
Falling In And Out Of Love,Pure Prairie League,SC8479,15
Falling In Love,Aerosmith,ZPA067,11
Falling In Love,Taio Cruz,SFKK51,15
Falling In Love Again,Eagle Eye Cherry,SC8534,7
Falling In Love At A Coffee Shop,Landon Pigg,PHM0807,9
Falling In Love At A Coffee Shop,Landon Pigg (Vocal),PHM0807,18
Falling Into You,Celine Dion,SC8471,1
Falling Out Of Love,Reba Mcentire,JV0071,6
Falling Out Of Reach,Guillemots,SF268,13
Falling Slowingly,Glen Hansard And Marketa Irgl,PHM0806,18
Falling Slowly,Glen Hansard And Marketa Irg,SC9010,14
Falls Apart,Sugar Ray,SC8640,13
Falls Apart,Sugar Ray (Vocal),PHM0002,10
Fame,Antonia,SF009,15
Fame,Cara Irene,SPC007,13
Fame,David Bowie,SGB0060,8
Fame,Fame,LEGBR01,2
Fame,Irene Cara,ZLP02,13
Fame,Lady Gaga,QH1007,4
Fame (90 Remix),David Bowie,PI056,14
Family Affair,Mary J Blige,TT074,4
Family Affair,Mary J Blige (Vocal),PHM0202,12
Family Affair,Sly,LEG226,11
Family Affair,Sly And The Family Stone,DKK054,14
Family Affair,Toni Braxton,LEG176,9
Family Man,Fleetwood Mac,ZPA006,10
Family Man,Hall And Oates,RC6906,1
Family Man,Roachford,SFMW912,5
Family Matters,Tv Theme,SC8435,14
Family Portrait,Pink,SPC019,16
Family Portrait,Pink (Vocal),PHM0212,11
Family Protrait,Pink,SFWS007,2
Family Ties,Tv Theme,SC8435,18
Family Tradition,Hank Williams Jnr,TT041,8
Family Tradition,Hank Williams Jr,CBSE1,--
Family Tree,Darryl Worley,SC8794,13
Family Tree,Lionel Cartwright,SC8245,5
Famous,Scouting For Girls,SFKK49,2
Famous Final Scene,Bob Seger,AH8020,14
Famous In A Small Town,Miranda Lambert,BH0315,10
Famous Last Words,My Chemical Romance,SFKK15,8
Famous Last Words Of A Fool,George Strait,SC8703,7
Fanatic,Felony,SC8571,3
Fancy,Reba Mcentire,SPC003,17
Fanfair Don't Dream It,Rocky Horror Picture Show,SC8472,14
Fanny (Be Tender With My Love),Bee Gees,ZPA028,4
Fantastic Day,Haircut 100,SFMW810,4
Fantasy,Aldo Nova,SC8516,12
Fantasy,Appleton,SF195,13
Fantasy,Earth Wind And Fire,SF011,4
Fantasy,Mariah Carey,SC8497,13
Fantasy Island,Tight Fit,SFMW831,5
Far Away,Nickelback,THM2006,--
Far Away,Nickelback (Vocal),PHM0610,13
Far Away Places,Bing Crosby,SC8249,6
Far Behind,Candlebox,SGB0031,7
Far Far Away,Slade,ZKH07,4
Far From Over,Frank Stallone,SAVP012,7
Far From The Home I Love,Fiddler On The Roof,PS1179,11
Farewell Is A Lonely Sound,Jimmy Ruffin,LEGBL034,11
Farewell Is A Lonley Sound,Jimmy Ruffin,BRTSPK003,15
Farewell My Summer Love,Michael Jackson,SFMW914,11
Farewell Party,Gene Watson,SC7555,6
Farewell To The Fairground,White Lies,SF278,9
Farmer And The Cowman,Oklahoma,PS1175,2
Farmer In The Dell,Childrens,TT036,9
Fascinated,Company B,AH8014,16
Fascination,Alphabeat,ZPP04-1,14
Fascination,Nat King Cole,SAVP010,5
Fascination Street,Cure,SC8696,10
Fashion,David Bowie,SFMW820,14
Fast As You,Dwight Yoakam,SC8131,4
Fast As You,Yoakam Dwight,KH017,3
Fast As You Can,Fiona Apple,SC8581,1
Fast Car,Tracy Chapman,SGB0021,8
Fast Food Song,Fast Food Rockers,SFTP3-02,10
Fast Lanes And Country Roads,Barbara Mandrell,SC8506,2
Fast Love,George Michael,SC8286,12
Fast Love,George Michael (Vocal),PS1224,2
Fast Movin' Train,Restless Heart,SC8692,11
Faster,Saturdays,SF312,10
Faster Kill Pussycat,Oakenfold Brittany Murphy,THM2006,--
Fat,Weird Al Yankovic,SGB0023,2
Fat Albert And The Cosby Kids,Tv Theme,SC8438,22
Fat Bottom Girls,Queen,LEG188,7
Fat Bottomed Girls,Queen,ZPA043,11
Fat Lip,Sum 41,SGB0065,7
Fat Lip,Sum41,TT075,4
Fat Man In The Bathtub,Little Feat,SC8479,2
Father And Son,Boyzone,EK036,15
Father And Son,Cat Stevens,SC8609,4
Father And Son,Ronan Keating,SFWS025,13
Father And Son,Ronan Keating And Yusuf Islam,EZH042,10
Father Christmas,Kinks,SC8900,6
Father Figure,George Michael,PI008,6
Father Of Mine,Everclear,SC8478,5
Father's Love,Bob Carlisle,SC8501,4
Fattie Bum Bum,Carl Malcom,FIK003,2
Favor,Lonny Bereal Feat Kelly Rowla,PHMU1111,12
Favorite State Of Mind,Josh Gracin,THM2006,--
Fear,Lily Allen,SFKK32,4
Fear,Lily Allen (Vocal),PHM0904,10
Fear Of A Broken Heart,Paul Jefferson,SC8311,8
Fear Of Being Alone,Reba Mcentire,SC8328,10
Fearless,Taylor Swift,SFKK44,15
Fearless,Wes Carr,SFKK35,11
Fearless Love,Melissa Etheridge,PHM1004,2
Fearless Love,Melissa Etheridge (Vocal),PHM1004,11
February Song,Josh Groban,SFMW901,13
February Song,Josh Groban (Vocal),PHM0706,17
Feed Jake,Pirates Of The Mississippi,PI204,3
Feed Me,Little Shop Of Horrors,SFGD033,4
Feed My Frankenstein,Alice Cooper,SGB0009,9
Feed The Birds,Movie: Mary Poppins,ZPA047,5
Feed The Tree,Belly,SC8122,2
Feedback,Janet Jackson,PHM0804,3
Feedback,Janet Jackson (Vocal),PHM0804,12
Feeding A Hungry Heart,K T Oslin,SC8302,15
Feel,Robbie Williams,ZLP10,2
Feel Alive,U P O,SC8673,5
Feel Good Inc,Gorillaz,SFKK03,11
Feel Good Inc,Gorillaz And De La Soul,EZH045,9
Feel Good Time,Pink,SFTP3-06,6
Feel Good Time,Pink (Vocal),PHM0308,10
Feel Good Time,Pink Feat William Orbit,SFWS007,10
Feel It,Tamperer,SF120,10
Feel It Boy,Beenie Man And Janet,SC8778,10
Feel Like A Number,Bob Seger,SC8583,7
Feel Like Fooling Around,Exile,DKK068,18
Feel Like Makin' Love,Bad Company,ZPA086,11
Feel Like Makin' Love,Roberta Flack,SC7546-V2,1
Feel Like Making Love,Bad Company,SC8115,7
Feel Like Making Love,Ned Gerblansky,SGB0012,8
Feel Like Making Love,Pauline Henry,SF025,7
Feel Like Making Love,Roberta Flack,SFHH05-3,11
Feel So Close,Calvin Harris,SFKK65,6
Feel That Fire,Dierks Bentley,CBE10-07,8
Feel The Earth Move,Martika,SAVP025,10
Feel The Fire,Peabo Bryson,LEG228,15
Feelin' All Right,Joe Cocker,PI018,10
Feelin' Alright,Joe Cocker,DG007,1
Feelin' Fine,Ultrabeat,SFMW870,10
Feelin' Love City Of Angels,Paula Cole,SC8530,14
Feelin' On Yo Booty,R Kelly,SC8726,3
Feelin' So Good,Jennifer Lopez,SGB0038,18
Feelin' So Good,Jennifer Lopez (Vocal),PHM0005,18
Feelin' Stronger Every Day,Chicago,CBE10-15,12
Feelin' The Same Way,Norah Jones,ZPA018,4
Feelin' Way Too Damn Good,Nickelback,SC9007,8
Feeling,Sewn,EZH054,13
Feeling Alright,Huey Lewis And The News,SC8709,13
Feeling Alright,Joe Cocker,SFWS043,3
Feeling Good,Michael Buble,ZPA124,3
Feeling Good,Muse,SF187,14
Feeling Good,Nina Simone,SFMW900,7
Feeling Stronger Everyday,Chicago,LEG238,9
Feeling That Way,Journey,SC8658,9
Feelings,Loretta Lynn And Conway Twitt,SC8408,5
Feelings,Maurice Albert,EK009,10
Feelings,Morris Albert,SFMW901,10
Feels Just Like It Should,Jamiroquai,SFKK04,14
Feels Just Like It Should,Pat Green,THM2006,--
Feels Like Heaven,Fiction Factory,SFMW825,2
Feels Like Home,Leann Rimes,SC8484,14
Feels Like I'm In Love,Kelly Marie,ZGY80,7
Feels Like Love,Vince Gill,SC8619,13
Feels Like The First Time,Foreigner,SFPL014,11
Feels Like Today,Rascal Flatts,SC9008,13
Feels Like Tonight,Daughtry,SC9014,11
Feels Like Tonight,Daughtry (Vocal),PHM0803,16
Feels Like Whoa!,Wes Carr,SFKK33,12
Feels So Good,Atomic Kitten,SFGD038,15
Feels So Good (Show Me Your Love),Lina Santiago,SC8257,15
Feels So Right,Alabama,SC8786,3
Feilds Of Gold,Sting,SFMW806,2
